product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0002299,Product 2299,Description of Product 2299,388.77,Electronics,1001,1001,Color:Blue;Size:M,Sony,Electronics;Kitchen
P0002300,Product 2300,Description of Product 2300,70.05,Furniture,1004,1004,Color:White;Size:M;Material:Steel,Philips,Furniture;Home
P0002301,Product 2301,Description of Product 2301,971.52,Kitchen,1003,1005,Color:Brown;Size:M;Material:Plastic,LG,Smartphones;Gadgets
P0002302,Product 2302,Description of Product 2302,849.49,Furniture,1004,1001,Color:Black;Size:M;Material:Steel,LG,Furniture;Kitchen
P0002303,Product 2303,Description of Product 2303,761.73,Toys,1005,1005,Color:Black;Size:XL,Panasonic,Gadgets;Smartphones
P0002304,Product 2304,Description of Product 2304,544.4,Books,1006,1005,Color:Red;Size:M,Ikea,Home;Kitchen
P0002305,Product 2305,Description of Product 2305,221.35,Books,1006,1004,Color:Blue;Size:M,Ikea,Furniture;Smartphones
P0002306,Product 2306,Description of Product 2306,338.41,Books,1006,1002,Color:White;Size:S,Sony,Utensils;Kitchen
P0002307,Product 2307,Description of Product 2307,33.37,Kitchen,1003,1004,Color:White;Size:L;Material:Wood,Sony,Home;Gadgets
P0002308,Product 2308,Description of Product 2308,355.41,Toys,1005,1004,Color:White;Size:L,Panasonic,Gadgets;Utensils
P0002309,Product 2309,Description of Product 2309,528.17,Kitchen,1003,1002,Color:Brown;Size:M;Material:Plastic,Philips,Kitchen;Home
P0002310,Product 2310,Description of Product 2310,479.74,Kitchen,1003,1004,Color:Blue;Size:XL;Material:Wood,Philips,Utensils;Gadgets
P0002311,Product 2311,Description of Product 2311,144.59,Toys,1005,1004,Color:Black;Size:XL,Panasonic,Gadgets;Electronics
P0002312,Product 2312,Description of Product 2312,585.81,Toys,1005,1001,Color:Brown;Size:XL,Panasonic,Electronics;Living Room
P0002313,Product 2313,Description of Product 2313,902.57,Electronics,1001,1001,Color:Black;Size:M,Panasonic,Smartphones;Utensils
P0002314,Product 2314,Description of Product 2314,89.04,Electronics,1001,1004,Color:Blue;Size:XL,LG,Electronics;Smartphones
P0002315,Product 2315,Description of Product 2315,276.6,Electronics,1001,1005,Color:Black;Size:M,Ikea,Smartphones;Utensils
P0002316,Product 2316,Description of Product 2316,38.45,Books,1006,1005,Color:Blue;Size:M,Samsung,Kitchen;Utensils
P0002317,Product 2317,Description of Product 2317,140.27,Furniture,1004,1001,Color:Blue;Size:XL;Material:Plastic,Ikea,Home;Gadgets
P0002318,Product 2318,Description of Product 2318,378.49,Toys,1005,,Color:Brown;Size:M,Panasonic,Utensils;Living Room
P0002319,Product 2319,Description of Product 2319,623.31,Home Appliances,1002,1001,Color:Red;Size:XL;Voltage:110V,LG,Living Room;Gadgets
P0002320,Product 2320,Description of Product 2320,798.88,Kitchen,1003,,Color:Blue;Size:XL;Material:Plastic,Samsung,Gadgets;Electronics
P0002321,Product 2321,Description of Product 2321,337.41,Electronics,1001,1001,Color:White;Size:M,Panasonic,Home;Kitchen
P0002322,Product 2322,Description of Product 2322,63.63,Electronics,1001,1005,Color:Brown;Size:L,Ikea,Gadgets;Utensils
P0002323,Product 2323,Description of Product 2323,350.09,Furniture,1004,1005,Color:White;Size:M;Material:Wood,Philips,Utensils;Smartphones
P0002324,Product 2324,Description of Product 2324,637.71,Home Appliances,1002,1001,Color:White;Size:M;Voltage:110V,LG,Gadgets;Electronics
P0002325,Product 2325,Description of Product 2325,95.63,Kitchen,1003,1003,Color:Red;Size:XL;Material:Steel,LG,Living Room;Smartphones
P0002326,Product 2326,Description of Product 2326,635.57,Kitchen,1003,1001,Color:Red;Size:S;Material:Plastic,Ikea,Electronics;Kitchen
P0002327,Product 2327,Description of Product 2327,12.51,Kitchen,1003,,Color:Blue;Size:M;Material:Plastic,Samsung,Utensils;Furniture
P0002328,Product 2328,Description of Product 2328,289.42,Kitchen,1003,1001,Color:Brown;Size:M;Material:Wood,Panasonic,Furniture;Living Room
P0002329,Product 2329,Description of Product 2329,76.0,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:110V,LG,Gadgets;Home
P0002330,Product 2330,Description of Product 2330,247.61,Books,1006,1003,Color:Blue;Size:S,Samsung,Kitchen;Home
P0002331,Product 2331,Description of Product 2331,288.02,Toys,1005,1005,Color:White;Size:L,Ikea,Gadgets;Smartphones
P0002332,Product 2332,Description of Product 2332,811.71,Furniture,1004,1004,Color:Red;Size:XL;Material:Plastic,Samsung,Electronics;Living Room
P0002333,Product 2333,Description of Product 2333,41.24,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:220V,Panasonic,Living Room;Smartphones
P0002334,Product 2334,Description of Product 2334,62.54,Home Appliances,1002,,Color:Red;Size:XL;Voltage:220V,Samsung,Smartphones;Living Room
P0002335,Product 2335,Description of Product 2335,866.51,Furniture,1004,1001,Color:Red;Size:XL;Material:Plastic,Panasonic,Furniture;Home
P0002336,Product 2336,Description of Product 2336,621.86,Furniture,1004,,Color:Blue;Size:L;Material:Wood,Panasonic,Gadgets;Electronics
P0002337,Product 2337,Description of Product 2337,651.56,Books,1006,1001,Color:Brown;Size:L,Ikea,Electronics;Smartphones
P0002338,Product 2338,Description of Product 2338,117.66,Furniture,1004,,Color:Red;Size:XL;Material:Steel,Panasonic,Smartphones;Home
P0002339,Product 2339,Description of Product 2339,807.44,Toys,1005,1001,Color:Red;Size:M,Philips,Living Room;Smartphones
P0002340,Product 2340,Description of Product 2340,352.66,Books,1006,1005,Color:Black;Size:M,Samsung,Furniture;Electronics
P0002341,Product 2341,Description of Product 2341,417.0,Toys,1005,1003,Color:Brown;Size:XL,Panasonic,Gadgets;Electronics
P0002342,Product 2342,Description of Product 2342,269.49,Home Appliances,1002,1003,Color:Brown;Size:M;Voltage:110V,Philips,Furniture;Kitchen
P0002343,Product 2343,Description of Product 2343,102.51,Kitchen,1003,1005,Color:White;Size:M;Material:Steel,Ikea,Home;Smartphones
P0002344,Product 2344,Description of Product 2344,442.4,Home Appliances,1002,1002,Color:Black;Size:M;Voltage:220V,Samsung,Gadgets;Living Room
P0002345,Product 2345,Description of Product 2345,518.51,Toys,1005,1004,Color:Black;Size:S,Samsung,Smartphones;Furniture
P0002346,Product 2346,Description of Product 2346,778.45,Toys,1005,,Color:Black;Size:M,LG,Living Room;Smartphones
P0002347,Product 2347,Description of Product 2347,813.13,Electronics,1001,1003,Color:Brown;Size:S,Philips,Gadgets;Home
P0002348,Product 2348,Description of Product 2348,279.76,Electronics,1001,1002,Color:Brown;Size:L,LG,Smartphones;Furniture
P0002349,Product 2349,Description of Product 2349,329.6,Electronics,1001,1005,Color:Brown;Size:S,Philips,Home;Smartphones
P0002350,Product 2350,Description of Product 2350,486.85,Home Appliances,1002,1003,Color:Brown;Size:S;Voltage:110V,Ikea,Furniture;Utensils
P0002351,Product 2351,Description of Product 2351,413.19,Home Appliances,1002,1005,Color:White;Size:S;Voltage:110V,Philips,Home;Furniture
P0002352,Product 2352,Description of Product 2352,848.0,Home Appliances,1002,1005,Color:Red;Size:M;Voltage:110V,LG,Gadgets;Utensils
P0002353,Product 2353,Description of Product 2353,340.06,Toys,1005,1003,Color:Brown;Size:L,Sony,Living Room;Kitchen
P0002354,Product 2354,Description of Product 2354,366.93,Toys,1005,1005,Color:Black;Size:L,Samsung,Furniture;Electronics
P0002355,Product 2355,Description of Product 2355,747.01,Books,1006,,Color:Red;Size:S,LG,Electronics;Gadgets
P0002356,Product 2356,Description of Product 2356,510.73,Electronics,1001,1003,Color:Brown;Size:M,Ikea,Smartphones;Gadgets
P0002357,Product 2357,Description of Product 2357,386.91,Furniture,1004,1005,Color:White;Size:M;Material:Wood,Sony,Furniture;Home
P0002358,Product 2358,Description of Product 2358,603.85,Home Appliances,1002,,Color:Brown;Size:XL;Voltage:220V,Sony,Furniture;Kitchen
P0002359,Product 2359,Description of Product 2359,322.42,Furniture,1004,1004,Color:White;Size:XL;Material:Plastic,LG,Kitchen;Living Room
P0002360,Product 2360,Description of Product 2360,679.44,Books,1006,1004,Color:Black;Size:L,LG,Home;Furniture
P0002361,Product 2361,Description of Product 2361,359.71,Furniture,1004,1004,Color:Brown;Size:XL;Material:Steel,Ikea,Smartphones;Gadgets
P0002362,Product 2362,Description of Product 2362,493.59,Home Appliances,1002,1003,Color:Black;Size:S;Voltage:110V,Philips,Gadgets;Utensils
P0002363,Product 2363,Description of Product 2363,336.23,Furniture,1004,1003,Color:Red;Size:XL;Material:Steel,Sony,Kitchen;Home
P0002364,Product 2364,Description of Product 2364,12.53,Toys,1005,1005,Color:Black;Size:XL,Philips,Electronics;Kitchen
P0002365,Product 2365,Description of Product 2365,254.4,Books,1006,1002,Color:Red;Size:XL,Samsung,Smartphones;Furniture
P0002366,Product 2366,Description of Product 2366,673.46,Furniture,1004,1005,Color:Red;Size:M;Material:Plastic,LG,Living Room;Electronics
P0002367,Product 2367,Description of Product 2367,673.51,Books,1006,1005,Color:Blue;Size:L,Philips,Furniture;Living Room
P0002368,Product 2368,Description of Product 2368,133.9,Electronics,1001,,Color:White;Size:S,Ikea,Gadgets;Living Room
P0002369,Product 2369,Description of Product 2369,357.03,Toys,1005,1002,Color:Brown;Size:S,LG,Kitchen;Home
P0002370,Product 2370,Description of Product 2370,898.92,Home Appliances,1002,1005,Color:Brown;Size:S;Voltage:220V,Sony,Gadgets;Home
P0002371,Product 2371,Description of Product 2371,557.49,Furniture,1004,1004,Color:Brown;Size:S;Material:Plastic,Sony,Smartphones;Gadgets
P0002372,Product 2372,Description of Product 2372,438.6,Electronics,1001,1001,Color:Red;Size:XL,Philips,Gadgets;Living Room
P0002373,Product 2373,Description of Product 2373,521.25,Home Appliances,1002,1001,Color:Brown;Size:S;Voltage:110V,Sony,Living Room;Electronics
P0002374,Product 2374,Description of Product 2374,655.58,Kitchen,1003,1004,Color:White;Size:M;Material:Plastic,Philips,Gadgets;Home
P0002375,Product 2375,Description of Product 2375,416.96,Kitchen,1003,1001,Color:White;Size:S;Material:Plastic,Ikea,Kitchen;Gadgets
P0002376,Product 2376,Description of Product 2376,336.5,Home Appliances,1002,1004,Color:Black;Size:M;Voltage:220V,Sony,Furniture;Home
P0002377,Product 2377,Description of Product 2377,477.12,Books,1006,1001,Color:White;Size:M,Sony,Smartphones;Living Room
P0002378,Product 2378,Description of Product 2378,152.04,Toys,1005,1005,Color:Brown;Size:S,Panasonic,Gadgets;Electronics
P0002379,Product 2379,Description of Product 2379,636.44,Toys,1005,1003,Color:Brown;Size:M,Philips,Home;Living Room
P0002380,Product 2380,Description of Product 2380,84.8,Electronics,1001,1001,Color:Red;Size:M,LG,Living Room;Home
P0002381,Product 2381,Description of Product 2381,598.12,Furniture,1004,1003,Color:Brown;Size:S;Material:Wood,Philips,Smartphones;Gadgets
P0002382,Product 2382,Description of Product 2382,777.2,Home Appliances,1002,1002,Color:Red;Size:M;Voltage:110V,Panasonic,Electronics;Gadgets
P0002383,Product 2383,Description of Product 2383,647.91,Furniture,1004,1001,Color:White;Size:M;Material:Plastic,Samsung,Living Room;Gadgets
P0002384,Product 2384,Description of Product 2384,550.69,Furniture,1004,1003,Color:Red;Size:XL;Material:Plastic,Philips,Living Room;Electronics
P0002385,Product 2385,Description of Product 2385,464.02,Furniture,1004,1005,Color:Brown;Size:XL;Material:Wood,Sony,Electronics;Living Room
P0002386,Product 2386,Description of Product 2386,279.04,Home Appliances,1002,1004,Color:Red;Size:M;Voltage:110V,LG,Living Room;Home
P0002387,Product 2387,Description of Product 2387,534.68,Home Appliances,1002,1001,Color:Brown;Size:L;Voltage:110V,Ikea,Kitchen;Gadgets
P0002388,Product 2388,Description of Product 2388,470.4,Books,1006,,Color:Brown;Size:L,Philips,Smartphones;Gadgets
P0002389,Product 2389,Description of Product 2389,719.57,Toys,1005,1001,Color:Blue;Size:L,Sony,Home;Furniture
P0002390,Product 2390,Description of Product 2390,675.5,Books,1006,1001,Color:Brown;Size:L,Philips,Kitchen;Gadgets
P0002391,Product 2391,Description of Product 2391,181.73,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:110V,Samsung,Utensils;Electronics
P0002392,Product 2392,Description of Product 2392,809.05,Kitchen,1003,1001,Color:White;Size:XL;Material:Plastic,Ikea,Electronics;Utensils
P0002393,Product 2393,Description of Product 2393,631.3,Toys,1005,1002,Color:Black;Size:XL,Samsung,Electronics;Gadgets
P0002394,Product 2394,Description of Product 2394,96.25,Toys,1005,1003,Color:Blue;Size:S,Philips,Gadgets;Home
P0002395,Product 2395,Description of Product 2395,702.92,Home Appliances,1002,1003,Color:Red;Size:L;Voltage:220V,Sony,Home;Gadgets
P0002396,Product 2396,Description of Product 2396,980.28,Home Appliances,1002,1003,Color:Black;Size:M;Voltage:220V,Philips,Living Room;Smartphones
P0002397,Product 2397,Description of Product 2397,984.38,Toys,1005,1003,Color:Brown;Size:S,Panasonic,Living Room;Utensils
P0002398,Product 2398,Description of Product 2398,476.32,Toys,1005,,Color:Blue;Size:L,LG,Gadgets;Utensils
P0002399,Product 2399,Description of Product 2399,840.1,Home Appliances,1002,1004,Color:Black;Size:L;Voltage:110V,Philips,Utensils;Living Room
P0002400,Product 2400,Description of Product 2400,589.71,Electronics,1001,1003,Color:Black;Size:S,LG,Gadgets;Living Room
P0002401,Product 2401,Description of Product 2401,721.87,Furniture,1004,,Color:Black;Size:L;Material:Steel,Samsung,Furniture;Living Room
P0002402,Product 2402,Description of Product 2402,211.29,Books,1006,1004,Color:Brown;Size:S,Ikea,Home;Gadgets
P0002403,Product 2403,Description of Product 2403,335.93,Kitchen,1003,1001,Color:White;Size:M;Material:Steel,Ikea,Smartphones;Utensils
P0002404,Product 2404,Description of Product 2404,794.62,Toys,1005,,Color:Black;Size:S,Samsung,Living Room;Kitchen
P0002405,Product 2405,Description of Product 2405,217.55,Books,1006,1001,Color:Brown;Size:L,Panasonic,Gadgets;Kitchen
P0002406,Product 2406,Description of Product 2406,236.63,Electronics,1001,1005,Color:Blue;Size:M,Samsung,Living Room;Utensils
P0002407,Product 2407,Description of Product 2407,149.79,Electronics,1001,1003,Color:Brown;Size:M,Panasonic,Furniture;Home
P0002408,Product 2408,Description of Product 2408,726.42,Furniture,1004,1002,Color:Brown;Size:L;Material:Plastic,Philips,Gadgets;Electronics
P0002409,Product 2409,Description of Product 2409,310.36,Toys,1005,1004,Color:Blue;Size:M,Sony,Living Room;Kitchen
P0002410,Product 2410,Description of Product 2410,184.4,Furniture,1004,1004,Color:Black;Size:S;Material:Steel,Ikea,Kitchen;Electronics
P0002411,Product 2411,Description of Product 2411,446.73,Electronics,1001,1004,Color:Brown;Size:XL,Panasonic,Living Room;Kitchen
P0002412,Product 2412,Description of Product 2412,921.18,Furniture,1004,1004,Color:Black;Size:L;Material:Wood,Ikea,Smartphones;Utensils
P0002413,Product 2413,Description of Product 2413,765.58,Electronics,1001,1003,Color:Brown;Size:XL,Ikea,Gadgets;Electronics
P0002414,Product 2414,Description of Product 2414,695.86,Kitchen,1003,1005,Color:Brown;Size:L;Material:Steel,Panasonic,Electronics;Furniture
P0002415,Product 2415,Description of Product 2415,760.19,Home Appliances,1002,1005,Color:Blue;Size:XL;Voltage:110V,Philips,Furniture;Home
P0002416,Product 2416,Description of Product 2416,274.76,Home Appliances,1002,,Color:Red;Size:S;Voltage:110V,Samsung,Smartphones;Utensils
P0002417,Product 2417,Description of Product 2417,152.0,Kitchen,1003,1001,Color:Red;Size:M;Material:Plastic,Philips,Kitchen;Electronics
P0002418,Product 2418,Description of Product 2418,413.62,Books,1006,1003,Color:Black;Size:L,Samsung,Utensils;Electronics
P0002419,Product 2419,Description of Product 2419,305.77,Home Appliances,1002,1004,Color:Brown;Size:XL;Voltage:110V,Philips,Furniture;Utensils
P0002420,Product 2420,Description of Product 2420,507.29,Kitchen,1003,1002,Color:Red;Size:L;Material:Steel,LG,Furniture;Kitchen
P0002421,Product 2421,Description of Product 2421,131.04,Electronics,1001,1001,Color:Red;Size:M,Philips,Smartphones;Kitchen
P0002422,Product 2422,Description of Product 2422,589.37,Electronics,1001,1004,Color:Red;Size:S,LG,Utensils;Smartphones
P0002423,Product 2423,Description of Product 2423,831.11,Books,1006,,Color:Red;Size:L,Philips,Kitchen;Living Room
P0002424,Product 2424,Description of Product 2424,662.36,Electronics,1001,1002,Color:Blue;Size:XL,LG,Living Room;Utensils
P0002425,Product 2425,Description of Product 2425,450.15,Electronics,1001,1003,Color:Brown;Size:M,Sony,Electronics;Kitchen
P0002426,Product 2426,Description of Product 2426,345.36,Kitchen,1003,1002,Color:White;Size:XL;Material:Plastic,Sony,Living Room;Home
P0002427,Product 2427,Description of Product 2427,748.05,Home Appliances,1002,1001,Color:Brown;Size:L;Voltage:110V,Sony,Smartphones;Utensils
P0002428,Product 2428,Description of Product 2428,746.93,Books,1006,1002,Color:White;Size:S,Samsung,Furniture;Kitchen
P0002429,Product 2429,Description of Product 2429,578.22,Furniture,1004,1004,Color:Blue;Size:S;Material:Plastic,Ikea,Gadgets;Living Room
P0002430,Product 2430,Description of Product 2430,593.68,Kitchen,1003,1005,Color:Black;Size:XL;Material:Steel,Ikea,Kitchen;Smartphones
P0002431,Product 2431,Description of Product 2431,535.25,Books,1006,,Color:Black;Size:XL,Samsung,Gadgets;Smartphones
P0002432,Product 2432,Description of Product 2432,838.97,Toys,1005,1003,Color:Blue;Size:M,Panasonic,Electronics;Gadgets
P0002433,Product 2433,Description of Product 2433,978.9,Furniture,1004,1001,Color:Red;Size:M;Material:Wood,Philips,Kitchen;Gadgets
P0002434,Product 2434,Description of Product 2434,591.49,Electronics,1001,1003,Color:Black;Size:L,LG,Utensils;Kitchen
P0002435,Product 2435,Description of Product 2435,510.65,Furniture,1004,1004,Color:Red;Size:M;Material:Steel,LG,Living Room;Furniture
P0002436,Product 2436,Description of Product 2436,891.09,Toys,1005,,Color:Black;Size:XL,Panasonic,Smartphones;Kitchen
P0002437,Product 2437,Description of Product 2437,90.69,Toys,1005,,Color:Black;Size:L,Samsung,Home;Gadgets
P0002438,Product 2438,Description of Product 2438,445.18,Furniture,1004,1003,Color:Black;Size:L;Material:Plastic,LG,Electronics;Gadgets
P0002439,Product 2439,Description of Product 2439,42.51,Furniture,1004,1005,Color:Blue;Size:M;Material:Steel,Panasonic,Utensils;Furniture
P0002440,Product 2440,Description of Product 2440,318.03,Kitchen,1003,1003,Color:Red;Size:M;Material:Wood,Sony,Home;Utensils
P0002441,Product 2441,Description of Product 2441,756.21,Books,1006,1002,Color:Blue;Size:S,Sony,Home;Utensils
P0002442,Product 2442,Description of Product 2442,731.1,Furniture,1004,1001,Color:Brown;Size:S;Material:Plastic,Panasonic,Smartphones;Utensils
P0002443,Product 2443,Description of Product 2443,807.93,Toys,1005,1005,Color:Red;Size:L,LG,Living Room;Furniture
P0002444,Product 2444,Description of Product 2444,548.12,Home Appliances,1002,1002,Color:Brown;Size:L;Voltage:110V,Philips,Furniture;Electronics
P0002445,Product 2445,Description of Product 2445,914.48,Electronics,1001,1004,Color:Red;Size:L,Panasonic,Smartphones;Living Room
P0002446,Product 2446,Description of Product 2446,589.77,Books,1006,,Color:Black;Size:S,Sony,Electronics;Utensils
P0002447,Product 2447,Description of Product 2447,603.59,Kitchen,1003,1001,Color:Brown;Size:XL;Material:Plastic,Ikea,Gadgets;Furniture
P0002448,Product 2448,Description of Product 2448,623.09,Home Appliances,1002,1002,Color:Black;Size:XL;Voltage:110V,LG,Kitchen;Gadgets
P0002449,Product 2449,Description of Product 2449,66.91,Electronics,1001,1004,Color:Brown;Size:L,Panasonic,Utensils;Home
P0002450,Product 2450,Description of Product 2450,30.52,Books,1006,1002,Color:White;Size:M,Sony,Gadgets;Kitchen
P0002451,Product 2451,Description of Product 2451,267.13,Toys,1005,1004,Color:Brown;Size:XL,Sony,Utensils;Living Room
P0002452,Product 2452,Description of Product 2452,210.96,Home Appliances,1002,1001,Color:White;Size:L;Voltage:110V,Samsung,Utensils;Living Room
P0002453,Product 2453,Description of Product 2453,609.54,Furniture,1004,1005,Color:Red;Size:L;Material:Plastic,Philips,Furniture;Living Room
P0002454,Product 2454,Description of Product 2454,437.14,Home Appliances,1002,1003,Color:White;Size:M;Voltage:220V,Ikea,Home;Electronics
P0002455,Product 2455,Description of Product 2455,953.45,Electronics,1001,1002,Color:Black;Size:S,Samsung,Kitchen;Smartphones
P0002456,Product 2456,Description of Product 2456,713.47,Furniture,1004,1001,Color:White;Size:L;Material:Plastic,Ikea,Home;Furniture
P0002457,Product 2457,Description of Product 2457,713.46,Electronics,1001,1005,Color:Black;Size:XL,Samsung,Electronics;Furniture
P0002458,Product 2458,Description of Product 2458,411.04,Toys,1005,1005,Color:Black;Size:M,LG,Electronics;Gadgets
P0002459,Product 2459,Description of Product 2459,163.9,Home Appliances,1002,1005,Color:Red;Size:S;Voltage:110V,LG,Kitchen;Electronics
P0002460,Product 2460,Description of Product 2460,604.73,Furniture,1004,,Color:White;Size:M;Material:Wood,Samsung,Electronics;Furniture
P0002461,Product 2461,Description of Product 2461,975.65,Kitchen,1003,1001,Color:Red;Size:XL;Material:Steel,Panasonic,Living Room;Utensils
P0002462,Product 2462,Description of Product 2462,326.89,Electronics,1001,,Color:White;Size:XL,Philips,Electronics;Furniture
P0002463,Product 2463,Description of Product 2463,21.69,Electronics,1001,1004,Color:Brown;Size:L,Panasonic,Kitchen;Smartphones
P0002464,Product 2464,Description of Product 2464,375.23,Kitchen,1003,1005,Color:Red;Size:S;Material:Steel,Panasonic,Home;Electronics
P0002465,Product 2465,Description of Product 2465,385.09,Kitchen,1003,1005,Color:Black;Size:XL;Material:Plastic,Sony,Electronics;Home
P0002466,Product 2466,Description of Product 2466,689.54,Furniture,1004,1001,Color:Blue;Size:M;Material:Wood,Sony,Smartphones;Living Room
P0002467,Product 2467,Description of Product 2467,499.92,Kitchen,1003,1004,Color:Brown;Size:M;Material:Plastic,Panasonic,Electronics;Living Room
P0002468,Product 2468,Description of Product 2468,785.99,Home Appliances,1002,,Color:Blue;Size:XL;Voltage:110V,Panasonic,Electronics;Living Room
P0002469,Product 2469,Description of Product 2469,422.76,Books,1006,1003,Color:Brown;Size:XL,Ikea,Gadgets;Living Room
P0002470,Product 2470,Description of Product 2470,80.86,Furniture,1004,1004,Color:White;Size:S;Material:Wood,LG,Kitchen;Gadgets
P0002471,Product 2471,Description of Product 2471,341.11,Toys,1005,1002,Color:Red;Size:XL,LG,Utensils;Furniture
P0002472,Product 2472,Description of Product 2472,809.29,Kitchen,1003,1005,Color:Red;Size:XL;Material:Plastic,LG,Kitchen;Smartphones
P0002473,Product 2473,Description of Product 2473,596.74,Kitchen,1003,1005,Color:Brown;Size:M;Material:Plastic,Philips,Home;Living Room
P0002474,Product 2474,Description of Product 2474,40.25,Furniture,1004,,Color:Black;Size:L;Material:Plastic,LG,Electronics;Living Room
P0002475,Product 2475,Description of Product 2475,194.54,Furniture,1004,1005,Color:Brown;Size:M;Material:Steel,Sony,Smartphones;Electronics
P0002476,Product 2476,Description of Product 2476,984.92,Electronics,1001,1002,Color:Red;Size:L,Ikea,Utensils;Furniture
P0002477,Product 2477,Description of Product 2477,469.74,Kitchen,1003,1005,Color:Blue;Size:L;Material:Plastic,Philips,Home;Kitchen
P0002478,Product 2478,Description of Product 2478,610.36,Home Appliances,1002,,Color:White;Size:S;Voltage:220V,Samsung,Gadgets;Kitchen
P0002479,Product 2479,Description of Product 2479,605.2,Toys,1005,,Color:Red;Size:M,LG,Gadgets;Home
P0002480,Product 2480,Description of Product 2480,203.98,Electronics,1001,1003,Color:White;Size:L,LG,Electronics;Utensils
P0002481,Product 2481,Description of Product 2481,648.43,Kitchen,1003,1002,Color:Black;Size:XL;Material:Plastic,Samsung,Electronics;Kitchen
P0002482,Product 2482,Description of Product 2482,479.82,Kitchen,1003,1005,Color:Brown;Size:M;Material:Plastic,LG,Utensils;Kitchen
P0002483,Product 2483,Description of Product 2483,528.53,Toys,1005,,Color:Blue;Size:M,Panasonic,Smartphones;Home
P0002484,Product 2484,Description of Product 2484,497.09,Home Appliances,1002,,Color:White;Size:XL;Voltage:110V,LG,Electronics;Smartphones
P0002485,Product 2485,Description of Product 2485,714.87,Furniture,1004,1002,Color:Brown;Size:M;Material:Plastic,Samsung,Gadgets;Home
P0002486,Product 2486,Description of Product 2486,323.13,Home Appliances,1002,1005,Color:Red;Size:XL;Voltage:110V,Ikea,Furniture;Smartphones
P0002487,Product 2487,Description of Product 2487,750.1,Electronics,1001,1001,Color:White;Size:M,Panasonic,Furniture;Smartphones
P0002488,Product 2488,Description of Product 2488,133.76,Kitchen,1003,1003,Color:Red;Size:S;Material:Plastic,Philips,Smartphones;Kitchen
P0002489,Product 2489,Description of Product 2489,797.22,Books,1006,1004,Color:Red;Size:S,LG,Smartphones;Electronics
P0002490,Product 2490,Description of Product 2490,869.25,Kitchen,1003,1003,Color:Brown;Size:M;Material:Plastic,Panasonic,Utensils;Electronics
P0002491,Product 2491,Description of Product 2491,143.68,Furniture,1004,1004,Color:Blue;Size:S;Material:Plastic,Panasonic,Furniture;Kitchen
P0002492,Product 2492,Description of Product 2492,975.75,Toys,1005,1001,Color:Brown;Size:XL,Panasonic,Smartphones;Gadgets
P0002493,Product 2493,Description of Product 2493,297.46,Kitchen,1003,1002,Color:Blue;Size:XL;Material:Plastic,Panasonic,Kitchen;Electronics
P0002494,Product 2494,Description of Product 2494,136.06,Books,1006,1002,Color:Brown;Size:S,Panasonic,Home;Furniture
P0002495,Product 2495,Description of Product 2495,309.76,Kitchen,1003,1004,Color:Black;Size:XL;Material:Plastic,Philips,Utensils;Gadgets
P0002496,Product 2496,Description of Product 2496,249.13,Furniture,1004,1004,Color:Brown;Size:L;Material:Plastic,Philips,Electronics;Utensils
P0002497,Product 2497,Description of Product 2497,886.54,Books,1006,1002,Color:Blue;Size:XL,Samsung,Utensils;Kitchen
P0002498,Product 2498,Description of Product 2498,887.79,Electronics,1001,1002,Color:Black;Size:XL,Philips,Utensils;Kitchen
P0002499,Product 2499,Description of Product 2499,624.36,Books,1006,1003,Color:Blue;Size:M,Philips,Home;Kitchen
P0002500,Product 2500,Description of Product 2500,420.93,Home Appliances,1002,1003,Color:Brown;Size:XL;Voltage:110V,Samsung,Kitchen;Smartphones
P0002501,Product 2501,Description of Product 2501,262.5,Electronics,1001,1004,Color:Blue;Size:L,Sony,Utensils;Gadgets
P0002502,Product 2502,Description of Product 2502,995.41,Books,1006,1004,Color:Black;Size:S,Panasonic,Furniture;Home
P0002503,Product 2503,Description of Product 2503,429.16,Kitchen,1003,,Color:Blue;Size:M;Material:Wood,Samsung,Utensils;Electronics
P0002504,Product 2504,Description of Product 2504,171.72,Toys,1005,1002,Color:Black;Size:XL,Panasonic,Furniture;Living Room
P0002505,Product 2505,Description of Product 2505,186.39,Kitchen,1003,1005,Color:Blue;Size:S;Material:Plastic,Sony,Electronics;Gadgets
P0002506,Product 2506,Description of Product 2506,180.19,Books,1006,1001,Color:White;Size:M,LG,Smartphones;Electronics
P0002507,Product 2507,Description of Product 2507,185.71,Electronics,1001,1002,Color:White;Size:S,Samsung,Electronics;Utensils
P0002508,Product 2508,Description of Product 2508,401.5,Books,1006,1004,Color:Black;Size:S,Sony,Furniture;Utensils
P0002509,Product 2509,Description of Product 2509,256.19,Kitchen,1003,1003,Color:White;Size:XL;Material:Steel,Philips,Gadgets;Furniture
P0002510,Product 2510,Description of Product 2510,959.16,Kitchen,1003,1003,Color:White;Size:XL;Material:Wood,Sony,Kitchen;Living Room
P0002511,Product 2511,Description of Product 2511,41.52,Electronics,1001,1001,Color:White;Size:S,Sony,Electronics;Utensils
P0002512,Product 2512,Description of Product 2512,697.84,Home Appliances,1002,,Color:White;Size:L;Voltage:220V,Ikea,Smartphones;Living Room
